Job Type,Tracking Number,Authorization Number,Job Status,SAP Phase,Received Date,Created Date,Completed Date,Authorization Type,Administrative Area,Amendment Type,Latitude,Longitude,Application Type,Transaction Type,Complexity,Intake,Preliminary Application,Applicant Work Window,In Screening,Review and Decision,Processing,Days in Process,Withdrawn Date
New Authorization,379724,109820,Pending Final Application,Applicant Work Window,2019-01-27,2019-02-12 13:24,,Permit,Authorizations - South Region,,49.1465777,122.0113888,,Routine,Medium,16,27.9,783.2,,,,827.6,
Authorization Amendment,379839,7610,Approved,,2019-01-07,2019-02-13 11:25,2019-04-25 13:18,Permit,Express Transactions,Minor,49.9153,119.4044,Transfer,EM General,Simple,,,,,,,101,
Authorization Amendment,379922,7322,Approved,,2019-02-14,2019-02-14 10:29,2019-04-30 15:43,Permit,Authorizations - North Region,Minor,49.6694,123.2542,Internal Amendment,EM General,Medium,,,,,,,68,
Auth Cancel Susp and Aband App,379924,10960,Approved,,2019-02-14 10:41,2019-02-14 10:41,2019-04-18,Permit,Express Transactions,,,,Cancel,EM General,Simple,,,,,,,62.6,
Authorization Amendment,379926,1307,Approved,,2019-02-14,2019-02-14 12:44,2019-02-15 8:27,Permit,Mining Team,Minor,54.0352778,125.0555,Internal Amendment,EM General,Medium,,,,,,,0,
De-Registration,379928,12637,In Review,Processing,2019-02-14 15:09,2019-02-14 15:09,,Hazardous Waste Regulation,Authorizations - South Region,,,,,Express,Medium,0,,,,,809,809,
Auth Cancel Susp and Aband App,379939,6842,Approved,,2019-02-15 8:56,2019-02-15 8:56,2019-04-04,Permit,Authorizations - North Region,,,,Abandon,EM General,Medium,,,,,,,47.6,
New Authorization,379946,109825,Approved,,2019-02-15,2019-02-15 11:07,2019-06-18 13:02,Permit,Oil & Gas Commission,,55.887721,120.080337,,Routine,Medium,0,0,0,0,121.8,,122,
Authorization Amendment,379947,3016,Approved,,2019-02-14,2019-02-15 11:37,2019-06-10 11:57,Permit,Authorizations - North Region,Minor,53.9230556,122.693,Internal Amendment,EM General,Medium,,,,,,,113,
Authorization Amendment,379948,15737,Approved,,2019-02-15,2019-02-15 12:59,2019-04-09 16:20,Permit,Authorizations - North Region,Minor,54.412674,126.630709,Internal Amendment,EM General,Medium,,,,,,,47,
De-Registration,379952,16348,Completed,,2019-02-15 14:27,2019-02-15 14:27,2019-02-28 8:22,Land-Based Finfish Waste Control Regulation,Express Transactions,,,,,Express,Simple,0,,,,,11.8,12.7,
Authorization Amendment,380006,1152,Approved,,2019-02-04,2019-02-19 9:43,2019-05-01 9:52,Permit,Express Transactions,Minor,52.99069,122.64866,Name Change,EM General,Simple,,,,,,,80,
Authorization Amendment,380007,14698,Approved,,2019-02-19,2019-02-19 9:48,2019-08-06 15:23,Permit,Oil & Gas Commission,Minor,57.233949,122.222479,Name Change,EM General,Simple,,,,,,,168,
Authorization Amendment,380009,14929,Approved,,2019-02-19,2019-02-19 10:44,2019-09-09 14:36,Permit,Oil & Gas Commission,Minor,56.944841,122.074227,Transfer,EM General,Simple,,,,,,,202,
Authorization Amendment,380010,100037,Approved,,2019-02-19,2019-02-19 10:53,2019-08-06 15:18,Permit,Oil & Gas Commission,Minor,55.95,120.2,Transfer,EM General,Simple,,,,,,,168,
Registration Amendment,380012,17179,Completed,,2019-02-19,2019-02-19 12:23,2019-02-19 13:30,Oil & Gas Waste Regulation (Facility Registration),Oil & Gas Commission,Minor,55.91105,120.449138,Transfer,EM General,Simple,,,,,,,0,
Authorization Amendment,380013,518,Approved,,2019-02-04,2019-02-19 12:39,2019-05-01 9:58,Permit,Express Transactions,Minor,52.996748,122.486149,Name Change,EM General,Simple,,,,,,,80,
Authorization Amendment,380014,1578,Approved,,2019-02-04,2019-02-19 14:12,2019-05-01 10:02,Permit,Express Transactions,Minor,52.99674,122.486149,Name Change,EM General,Simple,,,,,,,80,
Authorization Amendment,380015,100528,Approved,,2019-02-19,2019-02-19 14:51,2019-11-01 14:50,Permit,Oil & Gas Commission,Minor,55.514,120.13,Name Change,EM General,Simple,,,,,,,255,
Authorization Amendment,380016,105289,Approved,,2019-02-19,2019-02-19 15:03,2019-09-09 12:14,Permit,Oil & Gas Commission,Minor,55.64,120.51,Name Change,EM General,Simple,,,,,,,202,
Authorization Amendment,380017,106282,Approved,,2019-02-19,2019-02-19 15:09,2019-12-06 14:29,Permit,Oil & Gas Commission,Minor,59.22,121.67,Name Change,EM General,Simple,,,,,,,290,
Authorization Amendment,380032,106146,Pending Final Application,Applicant Work Window,2019-02-04,2019-02-20 9:43,,Permit,Authorizations - North Region,Minor,56.06419,120.64138,,Routine,Medium,16,79.3,723.9,,,,819.6,
New Registration,380036,109831,In Review,Processing,2019-02-04,2019-02-20 11:08,,Code of Practice for Industrial Non-Hazardous Waste Landfills (Wood Processing),Authorizations - South Region,,51.1939,121.4951,,Express,Complex,16.5,,,,,653.6,819.6,
Auth Cancel Susp and Aband App,380052,11050,Approved,,2019-02-21 9:24,2019-02-21 9:24,2019-04-04,Permit,Authorizations - North Region,,,,Abandon,EM General,Medium,,,,,,,41.6,
New Registration,380057,109833,Completed,,2019-02-06,2019-02-21 15:02,2019-03-19 8:55,Code of Practice for Slaughter and Poultry Processing,Express Transactions,,49.850723,119.445596,,Express,Simple,15.6,,,,,25,40,
Authorization Amendment,380405,17594,Pending Final Application,Applicant Work Window,2019-02-06,2019-02-26 8:40,,Permit,Authorizations - North Region,Major,56.3181388,120.0925,,Routine,Medium,20,311.3,485.9,,,,817.6,
Authorization Amendment,380412,13332,Approved,,2019-02-26,2019-02-26 10:02,2019-06-24 14:23,Permit,Authorizations - North Region,Minor,53.0353,119.2323,Internal Amendment,EM General,Medium,,,,,,,115,
Authorization Amendment,380428,108536,Approved,,2019-02-27,2019-02-27 7:47,2019-05-09 9:08,Permit,Authorizations - South Region,Minor,48.692777,123.596117,Internal Amendment,EM General,Medium,,,,,,,61,
Authorization Amendment,380429,6945,Approved,,2019-02-15,2019-02-27 9:25,2020-04-20 10:59,Permit,Authorizations - North Region,Major,49.2692,122.9167,,Routine,Medium,12,71,29.8,2.5,310.9,,426,
Authorization Amendment,380439,8713,Approved,,2019-02-13,2019-02-27 15:04,2020-01-31 10:14,Permit,Express Transactions,Minor,50.725079,127.4607,Name Change,EM General,Simple,,,,,,,351,
Authorization Amendment,380457,109085,Approved,,2019-02-11,2019-02-28 10:46,2019-08-22 11:22,Approval,Authorizations - North Region,Minor,49.2881,122.9547,,Routine,Medium,17,39.1,0,32,101.9,,190,
Authorization Amendment,380505,2408,Approved,,2019-02-14,2019-03-01 13:45,2019-09-17 16:11,Permit,Mining Team,Minor,49.5772,125.602,,Routine,Medium,15,32.8,69.2,13,76.8,,207,
De-Registration,380844,103751,Completed,,2019-03-04 8:30,2019-03-04 8:30,2019-03-12 8:40,Oil & Gas Waste Regulation (Facility Registration),Express Transactions,,,,,Express,Simple,0,,,,,0,8,
De-Registration,380851,107137,Completed,,2019-03-04 10:28,2019-03-04 10:28,2019-03-08 14:18,Oil & Gas Waste Regulation (Facility Registration),Express Transactions,,,,,Express,Simple,0,,,,,0,4.2,
Authorization Amendment,380860,104593,Approved,,2019-02-14,2019-03-04 15:06,2019-03-28 14:57,Permit,Authorizations - North Region,Minor,58.996745,121.090032,,Routine,Medium,18,17,0.6,0.1,0.4,,36,
Authorization Amendment,380907,14625,Approved,,2019-02-15,2019-03-06 9:05,2020-04-01 9:53,Operational Certificate,Authorizations - South Region,Minor,50.0566,125.2809,,Routine,Medium,19,82.3,79,0.7,229.3,,410,
Authorization Amendment,380918,14590,Approved,,2019-03-06,2019-03-06 11:58,2019-06-21 14:54,Permit,Mining Team,Minor,52.5561,121.6357,Internal Amendment,EM General,Medium,,,,,,,107,
Auth Cancel Susp and Aband App,380920,3339,Approved,,2019-03-06 13:20,2019-03-06 13:20,2019-04-18,Permit,Express Transactions,,,,Cancel,EM General,Simple,,,,,,,42.4,
New Registration,380940,109845,Completed,,2019-02-18,2019-03-07 8:54,2019-03-21 11:06,Land-Based Finfish Waste Control Regulation,Express Transactions,,49.0089,122.63,,Express,Simple,17.4,,,,,14,31,
Auth Cancel Susp and Aband App,380975,11660,Approved,,2019-03-07 10:42,2019-03-07 10:42,2019-04-24,Permit,Authorizations - South Region,,,,Cancel,EM General,Simple,,,,,,,47.6,
Authorization Amendment,380976,107517,Approved,,2019-03-07,2019-03-07 13:00,2019-04-05 16:06,Permit,Mining Team,Minor,49.915242,114.775245,Internal Amendment,EM General,Medium,,,,,,,28,
Authorization Amendment,381008,5346,Approved,,2019-03-08,2019-03-08 13:54,2019-03-12 9:29,Permit,Mining Team,Minor,49.9381,114.7786,Internal Amendment,EM General,Medium,,,,,,,0,
Authorization Amendment,381009,6725,Approved,,2019-03-08,2019-03-08 13:59,2019-03-12 13:59,Permit,Mining Team,Minor,50.0872,114.8636,Internal Amendment,EM General,Medium,,,,,,,0,
New Authorization,381059,109851,Pending Final Application,Applicant Work Window,2019-02-15,2019-03-11 12:34,,Permit,Authorizations - South Region,,49.1407,119.3548,,Routine,Medium,24,108.9,675.1,,,,808.6,
Authorization Amendment,381147,6404,Approved,,2019-02-25,2019-03-15 10:53,2019-08-30 8:56,Permit,Authorizations - South Region,Major,49.7171321,118.960497,,Routine,Medium,18,47.1,76.9,0,43.3,,185,
New Registration,381198,109853,Completed,,2019-03-18,2019-03-18 13:30,2019-03-29 16:07,Code of Practice for Soil Amendments,Express Transactions,,54.064,124.0396,,Express,Simple,0.6,,,,,9.1,9,
New Registration,381202,109854,Completed,,2019-03-08,2019-03-18 15:03,2019-03-28 15:48,Code of Practice for Concrete and Concrete Products,Express Transactions,,49.499359,123.741621,,Express,Simple,10.6,,,,,6.9,17,
Authorization Amendment,381244,4750,Approved,,2019-02-27,2019-03-20 13:43,2019-12-09 13:46,Permit,Mining Team,Minor,49.5027,114.6541,,Routine,Complex,21,7.9,33,0,220.2,,282,
Authorization Amendment,381266,108719,Approved,,2019-03-21,2019-03-21 10:54,2019-07-03 13:28,Permit,Oil & Gas Commission,Minor,55.914,120.383,,Routine,Medium,0,0,11.9,0,91.8,,104,
Authorization Amendment,381267,15109,Approved,,2019-03-21,2019-03-21 11:12,2019-06-27 14:16,Permit,Authorizations - North Region,Minor,51.5789,121.1173,Internal Amendment,EM General,Medium,,,,,,,97,
Authorization Amendment,381269,18266,Pending Final Application,Applicant Work Window,2019-02-28,2019-03-21 13:04,,Permit,Authorizations - South Region,Minor,48.7501,123.6926,,Routine,Medium,21,129.9,644.1,,,,795.6,
Authorization Amendment,381272,7188,Approved,,2019-03-21,2019-03-21 14:32,2019-07-18 11:09,Permit,Authorizations - North Region,Minor,54.4221,126.6285,Internal Amendment,EM General,Medium,,,,,,,118,
De-Registration,381274,105080,Completed,,2019-03-21 16:12,2019-03-21 16:12,2019-04-09 15:08,Oil & Gas Waste Regulation (Facility Registration),Oil & Gas Commission,,,,,Express,Simple,0,,,,,0,19,
Authorization Amendment,381343,16322,Approved,,2019-02-22,2019-03-25 9:39,2020-11-10 9:08,Permit,Authorizations - North Region,Major,49.1972,121.7964,,Routine,Complex,31,247.2,1.7,11.1,296.2,,587,
Authorization Amendment,381375,1164,Approved,,2019-03-26,2019-03-26 12:56,2019-04-10 15:16,Permit,Authorizations - South Region,Minor,50.0808,125.285,Internal Amendment,EM General,Medium,,,,,,,9,
Authorization Amendment,381377,109356,Approved,,2019-03-26,2019-03-26 14:24,2019-03-29 16:00,Permit,Authorizations - South Region,Minor,50.222,119.184,Internal Amendment,EM General,Medium,,,,,,,1,
Authorization Amendment,381378,109754,In Review,Review and Decision,2019-03-26,2019-03-26 15:38,,Permit,Authorizations - South Region,Minor,51.4945,120.2471,Internal Amendment,EM General,Medium,,,,,,,769.6,
Authorization Amendment,381431,18231,Pending Final Application,Applicant Work Window,2019-02-28,2019-03-27 13:17,,Permit,Authorizations - South Region,Minor,48.7501,123.6926,,Routine,Medium,27,123.9,644.1,,,,795.6,
New Registration,381432,109862,In Screening,In Screening,2019-03-21,2019-03-27 14:13,,Hazardous Waste Regulation,Land Remediation,,49.204703,122.886243,,Routine,Medium,6.6,349.8,0.1,418,,,774.6,
Authorization Amendment,381434,107051,Signed,,2019-03-01,2019-03-27 14:54,,Operational Certificate,Authorizations - South Region,Minor,49.1866,122.9785,,Routine,Medium,26,77,36,81.8,422.3,,643,
Authorization Amendment,381500,5553,Approved,,2019-03-28,2019-03-28 11:36,2019-06-24 11:49,Permit,Express Transactions,Minor,53.1141,121.5931,Internal Amendment,EM General,Medium,,,,,,,85,
New Registration,381525,109866,Completed,,2019-03-28,2019-03-29 8:38,2019-04-04 8:21,Code of Practice for Soil Amendments,Express Transactions,,49.1693,117.2763,,Express,Simple,1.4,,,,,0.3,1,
New Authorization,381532,109867,Pending Final Application,Applicant Work Window,2019-03-08,2019-03-29 11:12,,Permit,Mining Team,,50.704722,117.499444,,Routine,Complex,21,35.2,727.1,,,,787.6,
New Registration,381535,109868,Completed,,2019-03-25,2019-03-29 13:18,2019-04-10 16:14,Code of Practice for Soil Amendments,Express Transactions,,53.005,122.527,,Express,Simple,4.6,,,,,10,14,
Auth Cancel Susp and Aband App,381640,6968,Approved,,2019-04-01 11:38,2019-04-01 11:38,2019-04-11,Permit,Mining Team,,,,Cancel,EM General,Simple,,,,,,,9.5,
Authorization Amendment,381641,17756,Pending Final Application,Applicant Work Window,2019-03-07,2019-04-01 12:57,,Permit,Mining Team,Major,55.02609,121.14232,,Routine,Complex,25,93.9,669.1,,,,788.6,
Authorization Amendment,381642,108536,Approved,,2019-03-08,2019-04-01 14:21,2019-07-16 14:37,Permit,Authorizations - South Region,Minor,48.692777,123.596117,,Routine,Medium,24,29,36.9,32.8,7.1,,130,
New Authorization,382009,109872,Pending Final Application,Applicant Work Window,2019-03-08,2019-04-02 9:14,,Permit,Authorizations - South Region,,50.269127,122.867746,,Routine,Medium,25,6.1,720.2,,,,787.6,
Authorization Amendment,382017,7633,Approved,,2019-03-04,2019-04-02 11:17,2020-01-14 9:22,Permit,Authorizations - South Region,Minor,48.9236,123.704,,Routine,Medium,29,16,187.2,26.8,56.2,,315,
Authorization Amendment,382033,6700,Approved,,2019-04-03,2019-04-03 10:39,2019-07-10 9:51,Permit,Authorizations - North Region,Minor,55.601708,121.993275,Internal Amendment,EM General,Medium,,,,,,,97,
Authorization Amendment,382034,8116,Approved,,2019-04-03,2019-04-03 11:41,2019-05-23 11:11,Permit,Mining Team,Minor,58.2061,132.2698,Internal Amendment,EM General,Medium,,,,,,,48,
Authorization Amendment,382035,5543,Approved,,2019-04-03,2019-04-03 12:13,2019-05-27 14:23,Permit,Authorizations - North Region,Minor,54.4576,128.4762,Internal Amendment,EM General,Medium,,,,,,,51,
Authorization Amendment,382037,103704,Approved,,2019-03-12,2019-04-03 13:35,2019-05-01 10:21,Permit,Express Transactions,Minor,59.59638,133.548,Transfer,EM General,Simple,,,,,,,44,
Registration Amendment,382043,103725,Completed,,2019-03-12,2019-04-03 15:32,2020-07-07 8:23,Municipal Wastewater Regulation,Authorizations - South Region,Minor,49.3392,117.8478,,Routine,Medium,22.7,113,90.8,54.1,202.1,,482,
Authorization Amendment,382046,100138,Approved,,2019-03-08,2019-04-03 16:24,2019-05-16 11:46,Permit,Authorizations - North Region,Minor,54.01557,128.69911,Internal Amendment,EM General,Medium,,,,,,,67,
Authorization Amendment,382061,1997,Pending Final Application,Applicant Work Window,2019-03-12,2019-04-04 10:00,,Permit,Authorizations - South Region,Minor,50.59172,118.1156,,Routine,Medium,23,116.2,644,,,,783.6,
Authorization Amendment,382072,1644,Approved,,2019-03-14,2019-04-04 15:28,2020-01-29 11:30,Permit,Authorizations - North Region,Minor,55.291678,123.1586,,Routine,Complex,21,4.7,77.2,0,211.6,,320,
Authorization Amendment,382091,11011,Approved,,2019-04-05,2019-04-05 9:09,2019-09-04 15:46,Permit,Authorizations - North Region,Minor,51.7374,121.3248,Internal Amendment,EM General,Medium,,,,,,,152,
New Registration,382159,109884,Completed,,2019-03-14,2019-04-08 11:01,2019-06-11 11:26,Hazardous Waste Regulation,Authorizations - South Region,,50.7157,121.9282,,Routine,Medium,25.5,63.9,0,0,0,,89,
Registration Amendment,382173,109477,Completed,,2019-04-08,2019-04-08 14:00,2019-04-08 14:14,Oil & Gas Waste Regulation (Facility Registration),Oil & Gas Commission,Minor,56.02636,120.761621,,Express,Simple,0,0,,,0,,0,
Authorization Amendment,382219,15995,Approved,,2019-04-05,2019-04-09 9:59,2019-06-07 9:50,Permit,Authorizations - North Region,Minor,53.9611,122.8473,Internal Amendment,EM General,Medium,,,,,,,61,
New Authorization,382221,109887,Approved,,2019-04-09,2019-04-09 10:45,2019-08-14 15:04,Permit,Oil & Gas Commission,,56.681085,121.761178,,Routine,Medium,0,127.1,0,0,0,,127,
New Registration,382223,109888,Completed,,2019-04-09,2019-04-09 12:00,2019-04-09 12:12,Oil & Gas Waste Regulation (Facility Registration),Oil & Gas Commission,,56.500648,121.981042,,Express,Medium,0,0,,,0,,0,
Registration Amendment,382244,7470,Completed,,2019-03-14,2019-04-10 12:43,2019-04-15 15:32,Land-Based Finfish Waste Control Regulation,Express Transactions,Minor,50.300898,118.817977,,Express,Simple,27.5,,,,,2.2,29,
Authorization Amendment,382288,5075,Approved,,2019-04-12,2019-04-12 11:06,2019-06-27 14:10,Permit,Authorizations - North Region,Minor,51.0014,118.2272,Internal Amendment,EM General,Medium,,,,,,,75,
De-Registration,382347,17473,Completed,,2019-04-15 12:58,2019-04-15 12:58,2019-04-25 13:40,Land-Based Finfish Waste Control Regulation,Express Transactions,,,,,Express,Simple,0,,,,,3.1,10,
Registration Amendment,382369,14811,Completed,,2019-03-26,2019-04-16 11:29,2019-04-29 15:53,Land-Based Finfish Waste Control Regulation,Express Transactions,Minor,53.925985,122.742283,,Express,Simple,21.5,,,,,9,30,
Authorization Amendment,382371,8415,Approved,,2019-04-16,2019-04-16 12:24,2019-06-12 16:15,Permit,Mining Team,Minor,56.634743,131.07205,Internal Amendment,EM General,Medium,,,,,,,57,
Authorization Amendment,382373,7528,Approved,,2019-04-16,2019-04-16 13:24,2019-06-10 14:34,Permit,Authorizations - North Region,Minor,53.8771,122.7429,Internal Amendment,EM General,Medium,,,,,,,55,
Authorization Amendment,382374,7375,Approved,,2019-04-16,2019-04-16 13:45,2019-06-27 14:06,Permit,Authorizations - North Region,Minor,51.74,121.145473,Internal Amendment,EM General,Medium,,,,,,,71,
Authorization Amendment,382377,5526,Approved,,2019-03-21,2019-04-16 14:41,2019-10-03 8:23,Permit,Authorizations - South Region,Minor,49.07305,121.9741,,Routine,Medium,26,83.1,20.7,0,65,,195,
Authorization Amendment,382407,3257,Approved,,2019-04-17,2019-04-17 12:10,2019-06-20 16:04,Permit,Authorizations - North Region,Minor,52.9936111,122.3015,Internal Amendment,EM General,Medium,,,,,,,63,
Authorization Amendment,382408,3258,Approved,,2019-04-17,2019-04-17 12:21,2019-06-20 8:48,Permit,Authorizations - North Region,Minor,52.12,122.0738,Internal Amendment,EM General,Medium,,,,,,,63,
Authorization Amendment,382409,3256,Approved,,2019-04-17,2019-04-17 12:28,2019-06-19 10:34,Permit,Authorizations - North Region,Minor,51.6509,121.3069,Internal Amendment,EM General,Medium,,,,,,,62,
Authorization Amendment,382410,5260,Approved,,2019-04-17,2019-04-17 12:53,2019-06-19 9:05,Permit,Authorizations - North Region,Minor,53.8769,122.7436,Internal Amendment,EM General,Medium,,,,,,,62,
